2024-01-20 04:12:31,505 INFO    StreamThr :37462 [internal.py:wandb_internal():86] W&B internal server running at pid: 37462, started at: 2024-01-20 04:12:31.505108
2024-01-20 04:12:31,507 DEBUG   HandlerThread:37462 [handler.py:handle_request():146] handle_request: status
2024-01-20 04:12:31,508 INFO    WriterThread:37462 [datastore.py:open_for_write():85] open: /home/hadi/Purdue/NER/universal-ner/src/train/wandb/offline-run-20240120_041231-nlwfgdi5/run-nlwfgdi5.wandb
2024-01-20 04:12:31,558 DEBUG   HandlerThread:37462 [handler.py:handle_request():146] handle_request: run_start
2024-01-20 04:12:31,584 DEBUG   HandlerThread:37462 [system_info.py:__init__():32] System info init
2024-01-20 04:12:31,584 DEBUG   HandlerThread:37462 [system_info.py:__init__():47] System info init done
2024-01-20 04:12:31,584 INFO    HandlerThread:37462 [system_monitor.py:start():194] Starting system monitor
2024-01-20 04:12:31,584 INFO    SystemMonitor:37462 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-01-20 04:12:31,584 INFO    HandlerThread:37462 [system_monitor.py:probe():214] Collecting system info
2024-01-20 04:12:31,584 INFO    SystemMonitor:37462 [interfaces.py:start():190] Started cpu monitoring
2024-01-20 04:12:31,585 INFO    SystemMonitor:37462 [interfaces.py:start():190] Started disk monitoring
2024-01-20 04:12:31,586 INFO    SystemMonitor:37462 [interfaces.py:start():190] Started gpu monitoring
2024-01-20 04:12:31,587 INFO    SystemMonitor:37462 [interfaces.py:start():190] Started memory monitoring
2024-01-20 04:12:31,588 INFO    SystemMonitor:37462 [interfaces.py:start():190] Started network monitoring
2024-01-20 04:12:31,612 DEBUG   HandlerThread:37462 [system_info.py:probe():196] Probing system
2024-01-20 04:12:31,614 DEBUG   HandlerThread:37462 [system_info.py:_probe_git():181] Probing git
2024-01-20 04:12:31,619 DEBUG   HandlerThread:37462 [system_info.py:_probe_git():189] Probing git done
2024-01-20 04:12:31,619 DEBUG   HandlerThread:37462 [system_info.py:probe():244] Probing system done
