2023-11-11 00:52:28,794 INFO    StreamThr :26417 [internal.py:wandb_internal():86] W&B internal server running at pid: 26417, started at: 2023-11-11 00:52:28.793683
2023-11-11 00:52:28,795 DEBUG   HandlerThread:26417 [handler.py:handle_request():146] handle_request: status
2023-11-11 00:52:28,797 INFO    WriterThread:26417 [datastore.py:open_for_write():85] open: /home/hadi/Purdue/NER/universal-ner/src/train/wandb/offline-run-20231111_005228-nhbybr8e/run-nhbybr8e.wandb
2023-11-11 00:52:28,846 DEBUG   HandlerThread:26417 [handler.py:handle_request():146] handle_request: run_start
2023-11-11 00:52:28,870 DEBUG   HandlerThread:26417 [system_info.py:__init__():32] System info init
2023-11-11 00:52:28,871 DEBUG   HandlerThread:26417 [system_info.py:__init__():47] System info init done
2023-11-11 00:52:28,871 INFO    HandlerThread:26417 [system_monitor.py:start():194] Starting system monitor
2023-11-11 00:52:28,871 INFO    SystemMonitor:26417 [system_monitor.py:_start():158] Starting system asset monitoring threads
2023-11-11 00:52:28,871 INFO    HandlerThread:26417 [system_monitor.py:probe():214] Collecting system info
2023-11-11 00:52:28,871 INFO    SystemMonitor:26417 [interfaces.py:start():190] Started cpu monitoring
2023-11-11 00:52:28,872 INFO    SystemMonitor:26417 [interfaces.py:start():190] Started disk monitoring
2023-11-11 00:52:28,872 INFO    SystemMonitor:26417 [interfaces.py:start():190] Started gpu monitoring
2023-11-11 00:52:28,873 INFO    SystemMonitor:26417 [interfaces.py:start():190] Started memory monitoring
2023-11-11 00:52:28,873 INFO    SystemMonitor:26417 [interfaces.py:start():190] Started network monitoring
2023-11-11 00:52:28,900 DEBUG   HandlerThread:26417 [system_info.py:probe():196] Probing system
2023-11-11 00:52:28,902 DEBUG   HandlerThread:26417 [system_info.py:_probe_git():181] Probing git
2023-11-11 00:52:28,908 DEBUG   HandlerThread:26417 [system_info.py:_probe_git():189] Probing git done
2023-11-11 00:52:28,908 DEBUG   HandlerThread:26417 [system_info.py:probe():244] Probing system done
